site,type,country,bu,id,kind,owner,place,holder,registerDate,status
cmic,extinguisher,cambodia,cmic,CMIC-RM-09,ABC Powder,Raw Mill,Feed Bin,Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-12,ABC Powder,Raw Mill,"Impact Crusher, N/A",Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-03,ABC Powder,Kiln,ID Fan (441-FN1),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-11,ABC Powder,Kiln,"Lubrication Room 461 - LQ1,",Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-26,CO₂,Kiln,Diesel Pump Station,Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-03,ABC Powder,Crusher,211-BC1,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-05,ABC Powder,Crusher,241-BC3,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-02,ABC Powder,Cement Mill,511-BCA (Drive Pulley),Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-04,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-28,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-34,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-38,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-52,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-68,ABC Powder,Coal Mill,Belt Conveyor L21-BC2,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-72,ABC Powder,Coal Mill,Belt Conveyor L21-BC3,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-01,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-02,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-14,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-17,CO₂,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-18,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-19,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-24,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-25,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LR-01,ABC Powder,Preventive Maintenance,Lubrication Room,Preventive Maintenance,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-05,CO₂,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-04,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-05,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-05,BC Powder,Accomodation,Building A105,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-12,BC Powder,Accomodation,Building B106,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-16,BC Powder,Accomodation,Building C104,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-19,BC Powder,Accomodation,Building C107,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-23,BC Powder,Accomodation,Building D103,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-30,BC Powder,Accomodation,Building D110,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-51,BC Powder,Accomodation,Building D215,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-58,ABC Powder,Accomodation,Building E01,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-63,ABC Powder,Accomodation,Building H06,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-76,CO₂,Accomodation,"BBQ, N/A",Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-02,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-04,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-07,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-11,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-12,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-17,CO₂,Quarry,UMG Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-18,CO₂,Quarry,CAT Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-26,ABC Powder,Quarry,Explosive Magazine,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QA-03,ABC Powder,QA,Physical Laboratory,QA,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QA-06,ABC Powder,QA,Physical Laboratory,QA,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CIT-03,ABC Powder,OH&S,CITTIC,OH&S,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-22,ABC Powder,Quarry,Explosive Magazine,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-28,ABC Powder,Quarry,Security post explosive magazine,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QA-02,ABC Powder,QA,CCR Laboratory,QA,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CIN-02,CO₂,OH&S,Clinic,OH&S,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CIT-05,ABC Powder,OH&S,CITTIC,OH&S,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-01,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-11,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-18,CO₂,Logistic,Logistic office,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-21,ABC Powder,Logistic,Logistic Waiting Room,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-05,ABC Powder,Warehouse,Warehouse ,Warehouse,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-16,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PK-16,CO₂,Electrical,Packing Plant Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-05,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-07,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-24,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-R-Mat-05,CO₂,Electrical,Raw Material Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-02,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-04,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-10,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-15,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-17,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-20,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-24,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-28,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-29,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-31,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-32,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-33,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CO-05,CO₂,Electrical,Coal Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CO-09,CO₂,Electrical,Coal Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-LS-04,CO₂,Electrical,Limestone Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-LS-11,CO₂,Electrical,Limestone Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-AD-13,CO₂,Electrical,Additive Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WMS-05,CO₂,Electrical,WMS Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CC-08,CO₂,Electrical,Coal Crusher Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-02,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-10,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-13,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-20,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-32,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-33,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-421-FN1-01,CO₂,Electrical,Raw Mill Main backhouse,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ECO-01,ABC Powder,ECOCYCLE,Branding Waste Sotrage Area,ECOCYCLE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ECO-03,ABC Powder,ECOCYCLE,Branding Waste Sotrage Area,ECOCYCLE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ECO-11,ABC Powder,ECOCYCLE,Hazardous Waste Storage Area,ECOCYCLE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ECO-36,ABC Powder,ECOCYCLE,Liquid feeding area,ECOCYCLE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-KS-05,ABC Powder,Ecocycle (Kour Srov),Warehouse Kour srov,Ecocycle (Kour Srov),,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-KS-06,ABC Powder,Ecocycle (Kour Srov),Warehouse Kour srov,Ecocycle (Kour Srov),,Active
cmic,extinguisher,cambodia,cmic,CMIC-PHN-01,BC Powder,Phnom Penh Office,Near admin Desk,Phnom Penh Office,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SHV-01,CO₂,ECOCYCLE (SHV),Container Office,ECOCYCLE (SHV),,Active
cmic,extinguisher,cambodia,cmic,CMIC-SHV-06,CO₂,ECOCYCLE (SHV),Electrical Panel,ECOCYCLE (SHV),,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-23,ABC Powder,Logistic,Logistic Post Gate IN,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-02,ABC Powder,Warehouse,Warehouse ,Warehouse,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-07,ABC Powder,Warehouse,Warehouse ,Warehouse,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-15,ABC Powder,Warehouse,Diesel Station,Warehouse,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-23,CO₂,Warehouse,Diesel Station,Warehouse,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-24,ABC Powder,Warehouse,Cement Warehouse packing,Warehouse,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-06,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-09,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-10,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-21,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PK-03,CO₂,Electrical,Packing Plant Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PK-12,CO₂,Electrical,Packing Plant Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-04,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-06,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-12,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-R-Mat-11,CO₂,Electrical,Raw Material Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-12,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-16,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-18,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-22,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-25,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-27,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CO-15,CO₂,Electrical,Coal Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PGNAA-01,CO₂,Electrical,PGNAA Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-AD-01,CO₂,Electrical,Additive Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WHR-04,CO₂,Electrical,WHR Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WHR-06,CO₂,Electrical,WHR Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WHR-09,CO₂,Electrical,WHR Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WMS-08,CO₂,Electrical,WMS Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CC-02,CO₂,Electrical,Coal Crusher Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CC-10,CO₂,Electrical,Coal Crusher Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CC-11,CO₂,Electrical,Coal Crusher Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-04,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-11,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-16,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-17,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-18,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-21,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-26,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-561-BF1-01,CO₂,Electrical,Cement Mill bacg filter,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-441-L61-2K1-01,CO₂,Electrical,Gas coal mill ,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-L91-2K2-01,CO₂,Electrical,Calciner Bin,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-421-FN1-02,CO₂,Electrical,Raw Mill Main backhouse,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ECO-17,Foam,ECOCYCLE,Shredding Building,ECOCYCLE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ECO-24,ABC Powder,ECOCYCLE,V6-WF01,ECOCYCLE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-KS-03,ABC Powder,Ecocycle (Kour Srov),Warehouse Kour srov,Ecocycle (Kour Srov),,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-04,ABC Powder,Warehouse,Warehouse ,Warehouse,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-08,ABC Powder,Warehouse,Warehouse ,Warehouse,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-11,BC Powder,Warehouse,Warehouse ,Warehouse,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WH-12,BC Powder,Warehouse,Warehouse ,Warehouse,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-13,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-15,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-22,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PK-04,CO₂,Electrical,Packing Plant Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PK-08,CO₂,Electrical,Packing Plant Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PK-09,CO₂,Electrical,Packing Plant Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PK-11,CO₂,Electrical,Packing Plant Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-08,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-11,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-15,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-R-Mat-02,CO₂,Electrical,Raw Material Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-R-Mat-03,CO₂,Electrical,Raw Material Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-R-Mat-07,CO₂,Electrical,Raw Material Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-R-Mat-08,CO₂,Electrical,Raw Material Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-R-Mat-14,CO₂,Electrical,Raw Material Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-06,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-08,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-09,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-26,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-30,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-LS-14,CO₂,Electrical,Limestone Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-AD-03,CO₂,Electrical,Additive Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-AD-11,CO₂,Electrical,Additive Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WHR-05,CO₂,Electrical,WHR Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WS-02,CO₂,Electrical,Workshop Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WMS-03,CO₂,Electrical,WMS Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WMS-06,CO₂,Electrical,WMS Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PH-01,CO₂,Electrical,PH Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-12,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-24,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-34,CO₂,Electrical,Main Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-461-2K1-02,CO₂,Electrical,Gas Inlet,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-L91-2K1-01,CO₂,Electrical,burner Bin,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-L91-2K1-02,CO₂,Electrical,burner Bin,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-441-2N1-01,CO₂,Electrical,Gas outlet PH,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ECO-05,ABC Powder,ECOCYCLE,Branding Waste Sotrage Area,ECOCYCLE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ECO-25,ABC Powder,ECOCYCLE,V6-BC4 Motor of Preheater C5,ECOCYCLE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ECO-35,ABC Powder,ECOCYCLE,EcocycleAR warehouse,ECOCYCLE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ECO-37,Foam,ECOCYCLE,Liquid feeding area,ECOCYCLE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PHN-02,BC Powder,Phnom Penh Office,Next to Procurment department,Phnom Penh Office,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SHV-03,ABC Powder,ECOCYCLE (SHV),SHV Warhdouse next to door,ECOCYCLE (SHV),,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-16,CO₂,Logistic,Logistic WB Outbound,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-22,CO₂,Logistic,Logistic Post Gate IN,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-01,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-04,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-11,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-19,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-RM-20,CO₂,Electrical,Raw Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PK-06,CO₂,Electrical,Packing Plant Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PK-13,CO₂,Electrical,Packing Plant Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-01,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-13,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-14,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CM-23,CO₂,Electrical,Cement Mill Substion,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-R-Mat-06,CO₂,Electrical,Raw Material Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-05,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-11,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-KC-14,CO₂,Electrical,Kiln & Cooler Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CO-13,CO₂,Electrical,Coal Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CO-16,CO₂,Electrical,Coal Mill Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-PGNAA-02,CO₂,Electrical,PGNAA Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-LS-02,CO₂,Electrical,Limestone Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-LS-06,CO₂,Electrical,Limestone Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-LS-09,CO₂,Electrical,Limestone Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-AD-05,CO₂,Electrical,Additive Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-AD-06,CO₂,Electrical,Additive Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-AD-07,CO₂,Electrical,Additive Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-AD-09,CO₂,Electrical,Additive Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WS-03,CO₂,Electrical,Workshop Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WMS-10,CO₂,Electrical,WMS Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WMS-12,CO₂,Electrical,WMS Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-WMS-13,CO₂,Electrical,WMS Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CC-01,CO₂,Electrical,Coal Crusher Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CC-04,CO₂,Electrical,Coal Crusher Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-CC-07,CO₂,Electrical,Coal Crusher Substation,Electrical,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SB-Main-Sub-01,CO₂,Electrical,Main Substation,Electrical,,Active
